   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  B2b_inactive_censo_ensemble_clustered_conf_09_opt,-538.298008,-538.125951,0.267205,-538.016120,0.052878,0.050975,-538.068998,-538.067095,
o  B2b_inactive_censo_ensemble_clustered_conf_10_opt,-538.296941,-538.125164,0.267644,-538.014702,0.053396,0.051101,-538.068098,-538.065803,
o  B2b_pyridinium_censo_ensemble_clustered_conf_01_opt,-537.120080,-536.948805,0.244130,-536.861581,0.052403,0.050609,-536.913983,-536.912190,
o  B2b_pyridinium_censo_ensemble_clustered_conf_02_opt,-537.120357,-536.949205,0.243940,-536.862107,0.052309,0.050363,-536.914416,-536.912470,
o  B2b_pyridinium_censo_ensemble_clustered_conf_03_opt,-537.119464,-536.948205,0.244473,-536.860729,0.052293,0.050350,-536.913023,-536.911080,
o  B2b_pyridinium_censo_ensemble_clustered_conf_04_opt,-537.119433,-536.948155,0.244091,-536.860938,0.053156,0.050725,-536.914095,-536.911663,
o  B2b_pyridinium_censo_ensemble_clustered_conf_05_opt,-537.120401,-536.949258,0.244691,-536.861666,0.051395,0.049688,-536.913061,-536.911354,
o  B2b_pyridinium_censo_ensemble_clustered_conf_06_opt,-537.120290,-536.949140,0.244542,-536.861687,0.051254,0.049634,-536.912941,-536.911321,
o  B2b_pyridinium_censo_ensemble_clustered_conf_08_opt,-537.118295,-536.947410,0.244110,-536.859932,0.051863,0.049985,-536.911795,-536.909917,
o  B2b_pyridinium_censo_ensemble_clustered_conf_09_opt,-537.118206,-536.947309,0.244277,-536.859733,0.051705,0.049893,-536.911438,-536.909627,
o  B2b_pyridinium_censo_ensemble_clustered_conf_10_opt,-537.118206,-536.947309,0.244277,-536.859733,0.051703,0.049893,-536.911437,-536.909626,
o  B2b_reduced_censo_ensemble_clustered_conf_04_opt,-537.859489,-537.687929,0.253810,-537.591169,0.052513,0.050504,-537.643682,-537.641673,
o  B2b_reduced_censo_ensemble_clustered_conf_07_opt,-537.858588,-537.686948,0.253499,-537.590441,0.053453,0.051078,-537.643893,-537.641519,
o  B2b_reduced_censo_ensemble_clustered_conf_08_opt,-537.857892,-537.686409,0.253525,-537.589724,0.052568,0.050590,-537.642292,-537.640314,
o  B5a_inactive_censo_ensemble_clustered_conf_01_opt,-594.861477,-594.666835,0.242079,-594.605378,0.051894,0.049841,-594.657272,-594.655219,
o  B5a_inactive_censo_ensemble_clustered_conf_02_opt,-594.860680,-594.665890,0.241804,-594.604692,0.052420,0.050293,-594.657112,-594.654985,
o  B5a_inactive_censo_ensemble_clustered_conf_04_opt,-594.859996,-594.665214,0.242162,-594.603764,0.052301,0.050045,-594.656065,-594.653809,
o  B5a_inactive_censo_ensemble_clustered_conf_06_opt,-594.859786,-594.665133,0.241683,-594.603967,0.052572,0.050186,-594.656539,-594.654153,
o  B5a_inactive_censo_ensemble_clustered_conf_08_opt,-594.860876,-594.666242,0.242476,-594.604559,0.051483,0.049488,-594.656043,-594.654047,
o  B5a_pyridinium_censo_ensemble_clustered_conf_01_opt,-593.683086,-593.489052,0.219685,-593.449906,0.051464,0.049147,-593.501370,-593.499052,
o  B5a_pyridinium_censo_ensemble_clustered_conf_04_opt,-593.683394,-593.489526,0.219968,-593.450125,0.050505,0.048470,-593.500630,-593.498595,
o  B5a_pyridinium_censo_ensemble_clustered_conf_06_opt,-593.682365,-593.488356,0.219971,-593.449035,0.050970,0.048727,-593.500005,-593.497762,
o  B5a_pyridinium_censo_ensemble_clustered_conf_08_opt,-593.683352,-593.489428,0.220207,-593.450028,0.050092,0.048060,-593.500120,-593.498088,
o  B5a_pyridinium_censo_ensemble_clustered_conf_10_opt,-593.681218,-593.487535,0.219765,-593.448138,0.050460,0.048349,-593.498599,-593.496487,
o  B5a_reduced_censo_ensemble_clustered_conf_01_opt,-594.400767,-594.207301,0.228494,-594.158325,0.051931,0.049799,-594.210256,-594.208124,
o  B5a_reduced_censo_ensemble_clustered_conf_02_opt,-594.401019,-594.207664,0.228603,-594.158470,0.051974,0.049708,-594.210444,-594.208178,
o  B5a_reduced_censo_ensemble_clustered_conf_04_opt,-594.400834,-594.207380,0.228364,-594.158404,0.052364,0.050111,-594.210769,-594.208515,
o  B5a_reduced_censo_ensemble_clustered_conf_05_opt,-594.401015,-594.207562,0.228935,-594.158329,0.051146,0.049176,-594.209475,-594.207505,
o  B5a_reduced_censo_ensemble_clustered_conf_06_opt,-594.400482,-594.206968,0.228846,-594.157836,0.051554,0.049426,-594.209390,-594.207261,
o  B5a_reduced_censo_ensemble_clustered_conf_07_opt,-594.400027,-594.206545,0.228643,-594.157413,0.052098,0.049845,-594.209511,-594.207258,
o  B5a_reduced_censo_ensemble_clustered_conf_08_opt,-594.398919,-594.205460,0.228620,-594.156386,0.051807,0.049547,-594.208193,-594.205934,
o  B5a_reduced_censo_ensemble_clustered_conf_09_opt,-594.401119,-594.207750,0.228531,-594.158626,0.052044,0.049773,-594.210670,-594.208399,
o  B5a_reduced_censo_ensemble_clustered_conf_10_opt,-594.399995,-594.206526,0.228561,-594.157424,0.052583,0.050041,-594.210007,-594.207465,
o  B5b_inactive_censo_ensemble_clustered_conf_05_opt,-634.143020,-633.936177,0.270731,-633.857004,0.054525,0.052272,-633.911529,-633.909276,
o  B5b_inactive_censo_ensemble_clustered_conf_06_opt,-634.141647,-633.934618,0.270537,-633.855582,0.055556,0.052950,-633.911138,-633.908532,
o  B5b_inactive_censo_ensemble_clustered_conf_09_opt,-634.142912,-633.935938,0.270065,-633.857269,0.055738,0.053152,-633.913008,-633.910421,
o  B5b_inactive_censo_ensemble_clustered_conf_10_opt,-634.141678,-633.934723,0.270608,-633.855700,0.055095,0.052649,-633.910795,-633.908349,
o  B5b_pyridinium_censo_ensemble_clustered_conf_01_opt,-632.969506,-632.763087,0.247290,-632.706916,0.055415,0.052815,-632.762331,-632.759731,
o  B5b_pyridinium_censo_ensemble_clustered_conf_04_opt,-632.969841,-632.763548,0.247230,-632.707379,0.055319,0.052547,-632.762698,-632.759927,
o  B5b_pyridinium_censo_ensemble_clustered_conf_07_opt,-632.969925,-632.763661,0.247608,-632.707231,0.054499,0.052171,-632.761730,-632.759402,
o  B5b_reduced_censo_ensemble_clustered_conf_01_opt,-633.686973,-633.481261,0.256457,-633.415027,0.055111,0.052810,-633.470138,-633.467838,
o  B5b_reduced_censo_ensemble_clustered_conf_02_opt,-633.686755,-633.480983,0.256674,-633.414698,0.054989,0.052597,-633.469687,-633.467296,
o  B5b_reduced_censo_ensemble_clustered_conf_03_opt,-633.687597,-633.481939,0.256391,-633.415699,0.055188,0.052833,-633.470887,-633.468533,
o  B5b_reduced_censo_ensemble_clustered_conf_05_opt,-633.687408,-633.481688,0.256736,-633.415341,0.054530,0.052357,-633.469871,-633.467698,
o  B5b_reduced_censo_ensemble_clustered_conf_07_opt,-633.686201,-633.480459,0.256432,-633.414192,0.055627,0.053052,-633.469819,-633.467244,
o  B5b_reduced_censo_ensemble_clustered_conf_10_opt,-633.685778,-633.480120,0.256477,-633.413830,0.055025,0.052599,-633.468854,-633.466428,
o  B3a_inactive_censo_ensemble_clustered_conf_02_opt,-559.392060,-559.210011,0.277510,-559.099470,0.054990,0.052148,-559.154459,-559.151617,
o  B3a_inactive_censo_ensemble_clustered_conf_03_opt,-559.391809,-559.209729,0.277827,-559.099004,0.053875,0.051628,-559.152878,-559.150632,
o  B3a_inactive_censo_ensemble_clustered_conf_04_opt,-559.391397,-559.209179,0.277619,-559.098683,0.054069,0.051957,-559.152752,-559.150640,
o  B3a_inactive_censo_ensemble_clustered_conf_05_opt,-559.391163,-559.208939,0.277748,-559.098361,0.053870,0.051845,-559.152231,-559.150206,
o  B3a_inactive_censo_ensemble_clustered_conf_06_opt,-559.389824,-559.208016,0.277736,-559.097188,0.053578,0.051371,-559.150766,-559.148558,
o  B3a_inactive_censo_ensemble_clustered_conf_07_opt,-559.389467,-559.207576,0.277438,-559.097000,0.054361,0.051809,-559.151361,-559.148809,
o  B3a_inactive_censo_ensemble_clustered_conf_08_opt,-559.389774,-559.208040,0.278201,-559.096906,0.053008,0.050865,-559.149914,-559.147772,
o  B3a_inactive_censo_ensemble_clustered_conf_09_opt,-559.389380,-559.207536,0.278287,-559.096386,0.053120,0.051024,-559.149506,-559.147410,
o  B3a_inactive_censo_ensemble_clustered_conf_10_opt,-559.388131,-559.206169,0.277837,-559.095331,0.053978,0.051637,-559.149309,-559.146968,
o  B3a_pyridinium_censo_ensemble_clustered_conf_01_opt,-558.209392,-558.028182,0.255425,-557.939625,0.052772,0.050555,-557.992397,-557.990180,
o  B3a_pyridinium_censo_ensemble_clustered_conf_02_opt,-558.209741,-558.028709,0.255580,-557.939942,0.052505,0.050188,-557.992446,-557.990130,
o  B3a_pyridinium_censo_ensemble_clustered_conf_03_opt,-558.208703,-558.027524,0.255841,-557.938711,0.051880,0.049960,-557.990591,-557.988671,
o  B3a_pyridinium_censo_ensemble_clustered_conf_04_opt,-558.209674,-558.028539,0.255397,-557.939981,0.053399,0.050659,-557.993380,-557.990640,
o  B3a_pyridinium_censo_ensemble_clustered_conf_05_opt,-558.209444,-558.028189,0.255613,-557.939569,0.052343,0.050320,-557.991911,-557.989889,
o  B3a_pyridinium_censo_ensemble_clustered_conf_06_opt,-558.209674,-558.028539,0.255393,-557.939982,0.053493,0.050708,-557.993474,-557.990689,
o  B3a_pyridinium_censo_ensemble_clustered_conf_07_opt,-558.209830,-558.028733,0.255848,-557.939839,0.052097,0.049951,-557.991936,-557.989790,
o  B3a_pyridinium_censo_ensemble_clustered_conf_09_opt,-558.207579,-558.026767,0.255708,-557.937778,0.051644,0.049617,-557.989422,-557.987395,
o  B3a_pyridinium_censo_ensemble_clustered_conf_10_opt,-558.209605,-558.028493,0.256227,-557.939485,0.050973,0.049264,-557.990458,-557.988749,
o  B3a_reduced_censo_ensemble_clustered_conf_06_opt,-558.942892,-558.762108,0.264492,-558.663601,0.053687,0.051266,-558.717288,-558.714867,
o  B3a_reduced_censo_ensemble_clustered_conf_07_opt,-558.942211,-558.761285,0.264313,-558.662975,0.054011,0.051695,-558.716985,-558.714669,
o  B3b_inactive_censo_ensemble_clustered_conf_01_opt,-598.674007,-598.479730,0.306502,-598.351136,0.057062,0.054399,-598.408197,-598.405534,
o  B3b_inactive_censo_ensemble_clustered_conf_02_opt,-598.674203,-598.479918,0.306511,-598.351386,0.056361,0.054113,-598.407747,-598.405499,
o  B3b_inactive_censo_ensemble_clustered_conf_03_opt,-598.673688,-598.479303,0.306059,-598.351216,0.056807,0.054478,-598.408023,-598.405693,
o  B3b_inactive_censo_ensemble_clustered_conf_04_opt,-598.673172,-598.478655,0.305486,-598.350986,0.058092,0.055369,-598.409078,-598.406355,
o  B3b_inactive_censo_ensemble_clustered_conf_05_opt,-598.671775,-598.477666,0.305766,-598.349561,0.057074,0.054511,-598.406635,-598.404072,
o  B3b_inactive_censo_ensemble_clustered_conf_06_opt,-598.671436,-598.477261,0.306009,-598.349067,0.056656,0.054331,-598.405723,-598.403399,
o  B3b_inactive_censo_ensemble_clustered_conf_07_opt,-598.671690,-598.477626,0.305983,-598.349275,0.057324,0.054527,-598.406599,-598.403802,
o  B3b_inactive_censo_ensemble_clustered_conf_08_opt,-598.672472,-598.477966,0.305768,-598.350137,0.057485,0.054938,-598.407622,-598.405075,
o  B3b_inactive_censo_ensemble_clustered_conf_09_opt,-598.670914,-598.476689,0.305905,-598.348478,0.057696,0.054910,-598.406173,-598.403388,
o  B3b_inactive_censo_ensemble_clustered_conf_10_opt,-598.670022,-598.475746,0.305882,-598.347682,0.057164,0.054683,-598.404846,-598.402365,
o  B3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-597.496260,-597.302643,0.282864,-597.197162,0.057311,0.054533,-597.254472,-597.251694,
o  B3b_pyridinium_censo_ensemble_clustered_conf_03_opt,-597.496666,-597.303198,0.283150,-597.197468,0.056540,0.053986,-597.254008,-597.251454,
o  B3b_pyridinium_censo_ensemble_clustered_conf_04_opt,-597.495562,-597.301937,0.283000,-597.196393,0.057255,0.054319,-597.253648,-597.250711,
o  B3b_pyridinium_censo_ensemble_clustered_conf_05_opt,-597.495488,-597.301875,0.283120,-597.196188,0.057787,0.054451,-597.253976,-597.250639,
o  B3b_pyridinium_censo_ensemble_clustered_conf_06_opt,-597.496257,-597.302580,0.282943,-597.197087,0.057222,0.054473,-597.254310,-597.251561,
o  B3b_pyridinium_censo_ensemble_clustered_conf_07_opt,-597.496598,-597.303058,0.283091,-597.197416,0.056897,0.054050,-597.254314,-597.251466,
o  B3b_pyridinium_censo_ensemble_clustered_conf_08_opt,-597.496598,-597.303058,0.283086,-597.197417,0.056936,0.054064,-597.254353,-597.251481,
o  B3b_pyridinium_censo_ensemble_clustered_conf_10_opt,-597.495512,-597.301841,0.282915,-597.196310,0.058433,0.054879,-597.254743,-597.251190,
o  B3b_reduced_censo_ensemble_clustered_conf_01_opt,-598.233250,-598.039798,0.292405,-597.924376,0.057229,0.054667,-597.981605,-597.979044,
o  B3b_reduced_censo_ensemble_clustered_conf_03_opt,-598.232275,-598.038747,0.292447,-597.923355,0.057208,0.054732,-597.980563,-597.978087,
o  B3b_reduced_censo_ensemble_clustered_conf_08_opt,-598.231582,-598.038206,0.292527,-597.922682,0.056485,0.054214,-597.979167,-597.976896,
o  B3b_reduced_censo_ensemble_clustered_conf_09_opt,-598.229152,-598.035985,0.292151,-597.920561,0.057183,0.054626,-597.977744,-597.975188,
o  B3b_reduced_censo_ensemble_clustered_conf_10_opt,-598.230427,-598.037035,0.292466,-597.921541,0.056782,0.054367,-597.978323,-597.975908,
o  B4a_inactive_censo_ensemble_clustered_conf_01_opt,-520.095408,-519.925939,0.249356,-519.832444,0.050785,0.048866,-519.883229,-519.881310,
o  B4a_inactive_censo_ensemble_clustered_conf_02_opt,-520.095172,-519.925655,0.249343,-519.832205,0.050689,0.048820,-519.882894,-519.881025,
o  B4a_inactive_censo_ensemble_clustered_conf_03_opt,-520.094756,-519.925121,0.249370,-519.831667,0.051020,0.049184,-519.882686,-519.880850,
o  B4a_inactive_censo_ensemble_clustered_conf_04_opt,-520.094577,-519.924962,0.249501,-519.831380,0.050830,0.049092,-519.882210,-519.880472,
o  B4a_inactive_censo_ensemble_clustered_conf_05_opt,-520.095393,-519.926036,0.249872,-519.832209,0.049427,0.047991,-519.881637,-519.880201,
o  B4a_inactive_censo_ensemble_clustered_conf_07_opt,-520.093893,-519.924317,0.249640,-519.830658,0.050577,0.048810,-519.881235,-519.879468,
o  B4a_inactive_censo_ensemble_clustered_conf_08_opt,-520.094003,-519.924400,0.249445,-519.830921,0.050781,0.048934,-519.881703,-519.879856,
o  B4a_inactive_censo_ensemble_clustered_conf_09_opt,-520.094093,-519.924654,0.249252,-519.831222,0.050574,0.048794,-519.881796,-519.880016,
o  B4a_inactive_censo_ensemble_clustered_conf_10_opt,-520.092546,-519.922604,0.249290,-519.829683,0.050452,0.048732,-519.880136,-519.878415,
o  B4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-518.915472,-518.746686,0.227329,-518.675254,0.049194,0.047572,-518.724448,-518.722825,
o  B4a_pyridinium_censo_ensemble_clustered_conf_03_opt,-518.914766,-518.745983,0.227212,-518.674702,0.049265,0.047458,-518.723968,-518.722160,
o  B4a_pyridinium_censo_ensemble_clustered_conf_04_opt,-518.914761,-518.745981,0.227440,-518.674503,0.049113,0.047361,-518.723616,-518.721864,
o  B4a_pyridinium_censo_ensemble_clustered_conf_05_opt,-518.915852,-518.747232,0.227901,-518.675466,0.047765,0.046411,-518.723231,-518.721877,
o  B4a_pyridinium_censo_ensemble_clustered_conf_06_opt,-518.915581,-518.746931,0.227950,-518.675101,0.047940,0.046587,-518.723041,-518.721688,
o  B4a_pyridinium_censo_ensemble_clustered_conf_07_opt,-518.912683,-518.743539,0.227095,-518.672574,0.050747,0.048488,-518.723321,-518.721062,
o  B4a_pyridinium_censo_ensemble_clustered_conf_08_opt,-518.913702,-518.745317,0.227758,-518.673316,0.047986,0.046635,-518.721302,-518.719951,
o  B4a_pyridinium_censo_ensemble_clustered_conf_09_opt,-518.913496,-518.745100,0.227572,-518.673237,0.048260,0.046784,-518.721497,-518.720021,
o  B4a_pyridinium_censo_ensemble_clustered_conf_10_opt,-518.915699,-518.747048,0.227400,-518.675545,0.048701,0.047126,-518.724245,-518.722670,
o  B4a_reduced_censo_ensemble_clustered_conf_03_opt,-519.658084,-519.489300,0.236700,-519.408178,0.049678,0.047996,-519.457857,-519.456174,
o  B4a_reduced_censo_ensemble_clustered_conf_04_opt,-519.658819,-519.490123,0.237113,-519.408718,0.048882,0.047347,-519.457600,-519.456065,
o  B4a_reduced_censo_ensemble_clustered_conf_05_opt,-519.657163,-519.488543,0.236821,-519.407202,0.049265,0.047594,-519.456467,-519.454797,
o  B4a_reduced_censo_ensemble_clustered_conf_06_opt,-519.656166,-519.487537,0.236865,-519.406151,0.049447,0.047652,-519.455598,-519.453802,
o  B4a_reduced_censo_ensemble_clustered_conf_08_opt,-519.650459,-519.482001,0.236216,-519.400756,0.050646,0.048694,-519.451402,-519.449450,
o  B4a_reduced_censo_ensemble_clustered_conf_09_opt,-519.650078,-519.481688,0.236141,-519.400479,0.050952,0.048728,-519.451431,-519.449206,
o  B4a_reduced_censo_ensemble_clustered_conf_10_opt,-519.650952,-519.482578,0.236708,-519.401072,0.049739,0.047784,-519.450810,-519.448856,
o  B4b_inactive_censo_ensemble_clustered_conf_01_opt,-559.377353,-559.195631,0.277409,-559.084884,0.053605,0.051670,-559.138489,-559.136554,
o  B4b_inactive_censo_ensemble_clustered_conf_02_opt,-559.377038,-559.195247,0.277603,-559.084379,0.053815,0.051755,-559.138194,-559.136134,
o  B4b_inactive_censo_ensemble_clustered_conf_03_opt,-559.377380,-559.195713,0.278135,-559.084272,0.053624,0.051559,-559.137896,-559.135831,
o  B4b_inactive_censo_ensemble_clustered_conf_04_opt,-559.377618,-559.195926,0.278053,-559.084578,0.053482,0.051524,-559.138061,-559.136102,
o  B4b_inactive_censo_ensemble_clustered_conf_05_opt,-559.376295,-559.194375,0.277125,-559.083849,0.054806,0.052544,-559.138656,-559.136394,
o  B4b_inactive_censo_ensemble_clustered_conf_06_opt,-559.376712,-559.194885,0.277900,-559.083685,0.054030,0.051966,-559.137715,-559.135651,
o  B4b_inactive_censo_ensemble_clustered_conf_07_opt,-559.376573,-559.194732,0.277803,-559.083617,0.054186,0.052088,-559.137803,-559.135705,
o  B4b_inactive_censo_ensemble_clustered_conf_08_opt,-559.376956,-559.195199,0.278088,-559.084039,0.052879,0.051180,-559.136918,-559.135219,
o  B4b_inactive_censo_ensemble_clustered_conf_09_opt,-559.375917,-559.194134,0.278150,-559.082723,0.053896,0.051752,-559.136619,-559.134475,
o  B4b_inactive_censo_ensemble_clustered_conf_10_opt,-559.374712,-559.193088,0.278255,-559.081550,0.052963,0.051186,-559.134513,-559.132736,
o  B4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-558.202474,-558.021262,0.254946,-557.932830,0.053415,0.051360,-557.986245,-557.984190,
o  B4b_pyridinium_censo_ensemble_clustered_conf_02_opt,-558.202725,-558.021645,0.254766,-557.933282,0.053542,0.051179,-557.986824,-557.984461,
o  B4b_pyridinium_censo_ensemble_clustered_conf_04_opt,-558.202908,-558.021845,0.255106,-557.933221,0.052968,0.050885,-557.986189,-557.984105,
o  B4b_pyridinium_censo_ensemble_clustered_conf_06_opt,-558.201810,-558.020602,0.255085,-557.932081,0.053441,0.051134,-557.985522,-557.983215,
o  B4b_pyridinium_censo_ensemble_clustered_conf_07_opt,-558.202865,-558.021804,0.255410,-557.933072,0.052220,0.050354,-557.985293,-557.983426,
o  B4b_pyridinium_censo_ensemble_clustered_conf_08_opt,-558.202676,-558.021591,0.255483,-557.932808,0.052240,0.050374,-557.985048,-557.983182,
o  B4b_pyridinium_censo_ensemble_clustered_conf_10_opt,-558.200543,-558.019708,0.255163,-557.930880,0.052486,0.050532,-557.983366,-557.981411,
o  B4b_reduced_censo_ensemble_clustered_conf_03_opt,-558.945246,-558.764150,0.264379,-558.666013,0.053539,0.051386,-558.719552,-558.717399,
o  B4b_reduced_censo_ensemble_clustered_conf_07_opt,-558.945055,-558.763934,0.264994,-558.665475,0.052293,0.050610,-558.717769,-558.716086,
o  B4b_reduced_censo_ensemble_clustered_conf_08_opt,-558.944517,-558.763594,0.264758,-558.665077,0.052493,0.050649,-558.717570,-558.715726,
o  B6a_inactive_censo_ensemble_clustered_conf_01_opt,-634.577880,-634.365985,0.283578,-634.278438,0.056201,0.053709,-634.334639,-634.332147,
o  B6a_inactive_censo_ensemble_clustered_conf_02_opt,-634.577492,-634.365540,0.283361,-634.278134,0.056778,0.054053,-634.334911,-634.332186,
o  B6a_inactive_censo_ensemble_clustered_conf_03_opt,-634.578075,-634.366121,0.283357,-634.278760,0.056554,0.053948,-634.335314,-634.332708,
o  B6a_inactive_censo_ensemble_clustered_conf_05_opt,-634.577399,-634.365488,0.284343,-634.277528,0.054658,0.052773,-634.332186,-634.330301,
o  B6a_inactive_censo_ensemble_clustered_conf_06_opt,-634.576451,-634.364328,0.283652,-634.276866,0.056284,0.053903,-634.333150,-634.330769,
o  B6a_inactive_censo_ensemble_clustered_conf_07_opt,-634.576146,-634.364092,0.283510,-634.276659,0.056574,0.054079,-634.333233,-634.330737,
o  B6a_inactive_censo_ensemble_clustered_conf_08_opt,-634.576403,-634.364275,0.283505,-634.276912,0.056640,0.054074,-634.333552,-634.330986,
o  B6a_inactive_censo_ensemble_clustered_conf_10_opt,-634.577113,-634.364959,0.283214,-634.277816,0.056687,0.054324,-634.334503,-634.332140,
o  B6a_pyridinium_censo_ensemble_clustered_conf_01_opt,-633.396274,-633.185051,0.261244,-633.119760,0.054991,0.052724,-633.174751,-633.172483,
o  B6a_pyridinium_censo_ensemble_clustered_conf_02_opt,-633.396445,-633.185348,0.260938,-633.120254,0.055236,0.052650,-633.175490,-633.172904,
o  B6a_pyridinium_censo_ensemble_clustered_conf_03_opt,-633.396669,-633.185619,0.261589,-633.119958,0.054537,0.052274,-633.174495,-633.172232,
o  B6a_pyridinium_censo_ensemble_clustered_conf_05_opt,-633.395558,-633.184348,0.261348,-633.118983,0.055051,0.052610,-633.174035,-633.171594,
o  B6a_pyridinium_censo_ensemble_clustered_conf_06_opt,-633.396597,-633.185506,0.261420,-633.120034,0.054650,0.052335,-633.174684,-633.172369,
o  B6a_pyridinium_censo_ensemble_clustered_conf_07_opt,-633.396667,-633.185581,0.261052,-633.120409,0.054875,0.052464,-633.175284,-633.172873,
